height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
49.0,79.0,3871.0,1.612,0.084,0.179,7.36,?,694.0,?,0
9.0,98.0,?,?,0.491,0.974,2.78,?,?,?,1
?,?,380.0,?,0.432,?,2.78,?,?,?,1
?,?,136.0,2.125,0.382,0.86,?,52.0,117.0,21.0,1
7.0,?,119.0,2.4290000000000003,?,0.908,?,40.0,?,?,1
?,?,?,?,0.993,?,140.5,281.0,?,?,0
7.0,211.0,1477.0,30.143,?,?,?,?,?,223.0,1
7.0,?,?,?,0.312,0.8440000000000001,1.5,24.0,?,16.0,1
?,6.0,48.0,0.75,0.375,?,1.64,18.0,48.0,?,1
?,?,?,1.833,?,?,?,150.0,221.0,?,1
?,?,414.0,?,?,?,1.4,116.0,?,?,1
?,89.0,?,?,0.252,?,?,?,441.0,?,1
44.0,?,?,?,0.598,0.841,?,?,111.0,?,0
8.0,2.0,?,0.25,?,0.563,?,?,?,?,1
?,?,24.0,0.1669999999999999,0.625,?,?,15.0,?,1.0,0
14.0,58.0,812.0,4.143,?,?,?,?,753.0,?,1
?,83.0,664.0,?,0.4039999999999999,?,?,?,492.0,104.0,1
?,?,?,1.8,?,?,?,?,111.0,?,1
9.0,82.0,738.0,?,0.3289999999999999,0.871,2.11,?,?,115.0,1
12.0,25.0,300.0,2.083,?,0.643,?,96.0,193.0,37.0,1
25.0,71.0,?,2.84,0.2339999999999999,0.748,2.22,416.0,1328.0,187.0,1
8.0,109.0,?,?,0.2189999999999999,0.595,1.61,191.0,?,119.0,1
?,13.0,?,?,?,0.8,3.0,36.0,?,12.0,1
?,?,2100.0,10.714,0.225,0.6809999999999999,4.14,472.0,1430.0,?,1
?,430.0,?,?,?,0.772,2.7,?,3318.0,?,1
?,?,690.0,6.9,?,?,1.85,191.0,?,103.0,1
8.0,12.0,96.0,?,0.406,0.885,2.17,?,85.0,?,1
?,95.0,570.0,?,0.209,?,?,?,380.0,73.0,1
6.0,?,60.0,1.6669999999999998,?,0.75,1.54,?,45.0,?,1
?,9.0,63.0,1.286,?,?,?,20.0,62.0,9.0,1
?,?,?,26.8,?,0.754,6.02,1325.0,?,?,1
?,?,?,1.5,0.417,0.969,2.11,40.0,93.0,?,1
?,?,?,5.1,0.41,?,?,?,340.0,?,1
?,?,?,?,0.3379999999999999,0.7290000000000001,?,?,?,58.0,1
12.0,274.0,?,?,?,0.8170000000000001,1.65,?,?,?,1
?,?,?,?,?,?,?,70.0,283.0,?,1
5.0,56.0,280.0,11.2,0.121,0.471,?,34.0,?,26.0,1
13.0,?,?,?,0.3,0.8079999999999999,6.5,?,105.0,?,1
?,?,?,2.6,0.273,?,?,?,212.0,38.0,1
?,8.0,?,?,?,?,3.44,?,?,?,1
10.0,181.0,?,18.1,0.491,?,3.25,?,?,273.0,1
13.0,?,?,32.538000000000004,0.188,0.762,?,?,?,632.0,1
9.0,?,2745.0,?,0.191,?,?,?,?,375.0,1
?,?,1494.0,18.444000000000003,?,?,?,502.0,1080.0,211.0,1
10.0,?,?,?,0.273,0.703,?,716.0,1841.0,?,1
?,48.0,?,?,?,?,2.5,?,?,60.0,1
?,?,?,3.045,0.221,0.919,?,?,1354.0,112.0,1
9.0,124.0,?,13.778,?,0.722,2.57,?,806.0,?,1
?,?,96.0,1.5,?,?,?,?,?,20.0,1
?,76.0,?,9.5,?,0.51,1.88,141.0,310.0,75.0,1
8.0,?,96.0,?,?,0.75,2.38,38.0,72.0,16.0,1
7.0,?,287.0,?,0.185,?,?,53.0,183.0,?,1
?,7.0,?,?,?,1.0,1.91,?,?,?,1
10.0,?,?,50.8,?,0.628,1.41,?,3189.0,578.0,1
?,9.0,?,9.0,1.0,1.0,9.0,?,9.0,1.0,1
6.0,94.0,?,15.667,?,?,1.32,104.0,527.0,79.0,1
7.0,?,?,?,?,0.782,1.47,?,219.0,?,1
?,64.0,640.0,?,0.477,0.914,?,?,585.0,?,1
?,15.0,?,?,0.4579999999999999,0.95,?,55.0,?,?,1
?,?,?,7.713999999999999,0.304,0.8759999999999999,?,115.0,?,?,1
?,?,?,?,0.304,?,?,34.0,107.0,?,1
2.0,?,208.0,?,?,?,1.08,13.0,110.0,12.0,1
?,?,4826.0,3.342,?,0.87,?,2238.0,4199.0,657.0,1
11.0,?,?,?,0.384,0.727,?,?,?,?,1
10.0,16.0,?,?,0.444,1.0,2.22,71.0,?,?,1
10.0,30.0,?,?,0.3,?,?,?,219.0,?,1
5.0,81.0,?,16.2,0.311,0.968,1.3,?,392.0,?,1
9.0,?,?,?,?,0.765,2.42,866.0,1961.0,358.0,1
304.0,?,140752.0,?,?,?,3.91,8898.0,17081.0,?,0
8.0,?,88.0,1.375,?,?,?,42.0,?,21.0,1
8.0,48.0,384.0,?,?,?,1.68,136.0,?,?,1
?,119.0,1190.0,11.9,?,?,2.46,467.0,?,190.0,1
?,?,?,?,0.318,?,2.64,103.0,?,39.0,1
?,?,380.0,?,0.308,0.632,?,?,240.0,?,1
7.0,16.0,?,2.286,?,?,1.36,34.0,?,25.0,1
8.0,?,?,5.5,0.426,0.938,?,?,?,46.0,1
?,?,?,3.5,0.349,?,1.33,44.0,126.0,33.0,1
?,?,?,?,?,0.779,1.6,?,113.0,?,1
?,?,5586.0,28.5,0.3829999999999999,0.593,5.04,?,?,425.0,1
?,22.0,?,2.75,0.392,?,?,69.0,161.0,27.0,1
?,?,5880.0,30.0,0.376,?,4.92,2209.0,3356.0,449.0,1
9.0,?,4824.0,59.556,0.091,?,?,?,1725.0,320.0,1
?,?,369.0,4.556,0.301,?,1.91,111.0,?,?,1
9.0,?,?,?,0.2189999999999999,0.774,1.69,?,759.0,?,1
?,?,?,27.571,0.206,?,1.37,278.0,?,203.0,1
7.0,54.0,?,?,0.497,0.8490000000000001,3.42,?,?,55.0,1
17.0,382.0,6494.0,22.471,?,0.5670000000000001,?,?,3680.0,431.0,1
16.0,?,4944.0,?,?,?,?,1890.0,2713.0,351.0,1
?,11.0,?,?,?,?,1.33,?,?,?,1
9.0,16.0,?,?,?,0.5,1.92,23.0,?,?,1
?,52.0,?,26.0,?,0.7020000000000001,?,?,73.0,?,1
8.0,319.0,?,?,0.174,0.6920000000000001,?,445.0,?,?,1
?,40.0,40.0,40.0,0.9,?,?,?,40.0,?,1
?,?,?,3.25,0.236,0.779,?,?,?,39.0,1
7.0,21.0,?,3.0,0.3329999999999999,0.789,?,49.0,116.0,?,1
?,?,945.0,19.286,?,?,?,191.0,692.0,134.0,1
?,?,?,3.125,0.405,0.755,?,?,?,41.0,1
9.0,?,?,?,0.397,?,1.92,?,?,65.0,1
8.0,?,184.0,?,?,?,?,83.0,?,?,1
?,?,?,?,?,1.0,?,23.0,77.0,19.0,1
9.0,20.0,?,2.222,0.361,0.872,1.86,?,?,35.0,1
12.0,?,528.0,?,?,0.767,2.38,?,?,?,1
9.0,?,?,9.222,0.391,?,?,?,594.0,?,1
5.0,11.0,?,2.2,0.345,?,1.46,?,48.0,?,1
?,?,650.0,6.5,0.475,0.971,2.76,?,631.0,?,1
6.0,?,?,17.333,0.099,?,2.0,62.0,161.0,?,1
7.0,158.0,?,22.571,?,?,?,?,?,?,1
?,?,?,23.4,0.188,0.614,1.38,?,?,?,1
?,?,?,9.111,?,0.936,?,316.0,?,?,1
6.0,?,30.0,0.833,?,0.867,?,?,?,?,1
?,?,30.0,?,?,0.867,2.0,12.0,26.0,?,1
9.0,?,675.0,8.333,?,0.914,?,?,?,121.0,1
8.0,?,168.0,?,?,0.643,1.3,39.0,?,?,1
?,?,1143.0,14.111,?,?,?,?,?,155.0,1
?,?,?,1.412,0.426,0.735,?,174.0,300.0,37.0,1
9.0,20.0,180.0,?,?,0.7170000000000001,?,?,?,27.0,1
?,35.0,?,5.0,?,0.902,2.57,121.0,?,47.0,1
?,?,1062.0,13.111,0.372,?,?,395.0,?,164.0,1
?,?,?,2.889,0.385,?,?,90.0,?,48.0,1
5.0,?,35.0,?,0.5429999999999999,?,2.11,?,?,9.0,1
?,?,234.0,6.5,0.466,0.889,2.1,109.0,?,52.0,1
?,64.0,640.0,6.4,?,0.4,2.12,?,256.0,57.0,1
1.0,13.0,?,?,?,?,13.0,?,13.0,?,0
9.0,18.0,162.0,2.0,0.327,0.765,?,53.0,124.0,?,1
10.0,?,?,8.7,?,0.901,?,?,784.0,?,1
18.0,?,864.0,?,?,?,4.3,?,453.0,53.0,1
6.0,?,?,4.5,0.241,?,?,?,?,35.0,1
?,24.0,168.0,3.429,0.1009999999999999,?,1.89,17.0,50.0,9.0,0
9.0,245.0,2205.0,?,0.16,0.607,?,?,?,?,1
10.0,137.0,?,?,0.191,0.693,?,261.0,949.0,187.0,1
8.0,53.0,?,?,?,0.884,1.83,146.0,375.0,80.0,1
?,?,?,?,?,?,?,125.0,?,?,1
1.0,?,?,?,?,1.0,3.5,7.0,12.0,?,1
?,343.0,2744.0,42.875,0.129,0.605,1.2,354.0,1661.0,?,1
?,?,?,2.286,0.3389999999999999,?,?,38.0,?,27.0,1
?,167.0,?,15.182,0.371,0.8,?,681.0,?,?,1
9.0,?,?,0.111,?,1.0,?,?,9.0,?,0
?,?,?,?,0.286,?,?,286.0,?,?,1
?,103.0,927.0,?,0.3989999999999999,?,?,?,?,124.0,1
8.0,40.0,320.0,?,0.4029999999999999,?,?,?,317.0,?,1
9.0,8.0,72.0,0.889,0.264,?,1.27,19.0,?,?,1
8.0,26.0,?,?,0.24,?,2.5,?,117.0,?,1
?,?,477.0,?,?,0.805,?,151.0,384.0,?,1
13.0,201.0,2613.0,15.462,0.4,?,?,?,1887.0,?,1
8.0,203.0,?,?,?,0.767,?,242.0,1246.0,191.0,1
7.0,?,126.0,2.571,0.206,?,2.17,?,82.0,?,1
9.0,534.0,4806.0,?,?,?,1.34,884.0,3524.0,661.0,1
7.0,61.0,?,?,?,?,?,103.0,?,70.0,1
?,?,264.0,4.125,0.371,?,?,?,?,?,1
9.0,510.0,4590.0,56.667,0.171,0.695,1.27,787.0,3190.0,?,1
?,?,?,0.182,0.636,?,?,?,14.0,1.0,0
9.0,?,?,?,?,?,?,?,?,?,1
6.0,6.0,36.0,1.0,?,1.0,1.88,15.0,36.0,8.0,1
9.0,82.0,738.0,9.111,?,0.821,2.49,249.0,?,?,1
1.0,51.0,51.0,51.0,?,?,2.4,24.0,?,10.0,0
?,?,?,?,?,0.774,1.36,?,?,?,1
?,36.0,288.0,4.5,?,?,1.98,123.0,266.0,62.0,1
5.0,43.0,215.0,8.6,0.405,?,?,?,211.0,?,1
8.0,76.0,608.0,?,?,0.711,1.87,191.0,?,102.0,1
8.0,16.0,128.0,?,?,0.742,1.52,?,95.0,?,1
?,19.0,?,?,?,0.7809999999999999,?,21.0,89.0,17.0,1
?,14.0,112.0,1.75,?,?,?,?,62.0,?,1
?,?,?,?,?,0.794,?,306.0,1143.0,220.0,1
?,?,?,16.0,?,?,?,?,541.0,102.0,1
7.0,?,77.0,1.571,0.4029999999999999,0.961,1.55,?,?,?,1
14.0,397.0,?,?,?,?,4.53,?,2979.0,?,1
?,4.0,32.0,?,?,?,?,13.0,?,?,1
8.0,?,?,2.0,?,?,?,30.0,118.0,?,1
?,?,?,3.0,?,?,1.63,?,?,?,1
9.0,?,522.0,6.444,?,?,2.29,?,?,?,1
?,3.0,9.0,1.0,0.778,?,?,7.0,7.0,?,1
10.0,?,200.0,2.0,0.4,?,?,80.0,121.0,23.0,1
?,3.0,18.0,?,0.5,0.944,2.25,9.0,17.0,4.0,1
?,?,?,11.889,0.204,?,1.42,?,658.0,?,1
?,13.0,?,?,0.282,?,?,22.0,73.0,?,1
9.0,?,?,5.444,0.272,?,1.38,?,?,87.0,1
11.0,32.0,?,?,0.335,?,?,118.0,350.0,52.0,1
?,272.0,2176.0,34.0,0.187,?,1.41,?,?,288.0,1
7.0,?,672.0,?,?,?,1.6,184.0,660.0,?,1
?,?,872.0,?,?,?,?,95.0,443.0,76.0,1
1.0,91.0,?,91.0,0.352,?,?,32.0,91.0,?,1
7.0,?,?,?,0.244,?,1.46,?,130.0,?,1
?,116.0,348.0,38.667,?,?,33.5,134.0,?,4.0,0
10.0,19.0,190.0,?,0.611,0.9,8.29,?,171.0,?,1
?,?,?,?,0.317,0.652,?,?,?,177.0,1
?,?,387.0,4.7780000000000005,0.455,0.899,?,176.0,348.0,?,1
?,?,?,2.5,?,0.863,?,?,138.0,?,1
?,13.0,273.0,?,0.168,?,?,?,?,?,1
?,?,104.0,1.625,0.6829999999999999,0.8170000000000001,7.1,71.0,?,10.0,1
?,12.0,?,?,?,0.988,?,34.0,83.0,21.0,1
?,?,?,23.818,?,?,?,?,?,?,1
?,244.0,2196.0,27.111,0.237,0.8009999999999999,?,520.0,1758.0,327.0,1
11.0,?,?,34.364000000000004,0.33,0.684,?,1371.0,2846.0,?,1
?,?,2720.0,27.2,?,?,1.38,508.0,1765.0,368.0,1
?,?,?,50.0,?,1.0,1.11,10.0,50.0,?,1
4.0,?,16.0,?,?,?,?,?,7.0,1.0,1
6.0,11.0,?,?,?,?,?,20.0,64.0,15.0,1
?,?,?,?,0.444,?,1.71,?,?,28.0,1
?,?,?,9.833,0.309,?,2.42,?,1028.0,?,1
9.0,170.0,?,?,?,0.7659999999999999,2.6,?,1172.0,?,1
8.0,?,128.0,?,0.156,?,?,?,110.0,?,0
10.0,?,?,?,0.288,0.742,1.79,?,1945.0,421.0,1
74.0,?,13542.0,?,0.544,?,127.0,?,8289.0,?,1
9.0,92.0,828.0,10.222,0.365,0.954,2.2,302.0,?,?,1
7.0,?,210.0,4.2860000000000005,0.3,0.8859999999999999,1.43,63.0,186.0,?,1
?,?,1204.0,?,?,?,2.07,354.0,1164.0,171.0,1
?,?,?,?,0.5,0.991,?,?,107.0,22.0,1
?,398.0,3184.0,?,0.2789999999999999,?,?,887.0,2113.0,521.0,1
5.0,46.0,230.0,9.2,?,0.835,?,64.0,?,?,1
11.0,?,?,0.091,1.0,?,?,11.0,11.0,?,0
?,125.0,?,5.435,?,1.0,?,?,2875.0,?,1
?,?,?,6.154,0.434,0.536,5.57,?,557.0,81.0,1
?,93.0,?,?,0.206,?,?,192.0,?,130.0,1
7.0,?,?,?,?,0.929,?,7.0,13.0,?,1
6.0,24.0,144.0,4.0,?,?,1.35,42.0,?,31.0,1
?,?,?,?,?,0.867,?,35.0,85.0,?,1
?,123.0,?,?,0.359,0.898,?,?,994.0,143.0,1
?,?,64.0,?,0.391,0.938,1.67,25.0,?,?,1
?,272.0,?,34.0,?,?,?,?,1497.0,?,1
?,21.0,?,?,?,0.966,1.48,?,142.0,?,1
1.0,71.0,71.0,?,0.521,1.0,?,37.0,?,16.0,0
?,510.0,?,56.667,0.149,0.541,1.22,686.0,2484.0,?,1
?,29.0,203.0,4.143,0.305,?,1.48,62.0,170.0,42.0,1
?,?,380.0,3.8,0.187,?,1.37,71.0,?,?,1
9.0,14.0,126.0,1.556,?,0.937,1.78,?,?,?,1
?,?,?,?,?,1.0,?,?,126.0,17.0,1
?,?,1548.0,?,0.303,0.711,2.51,?,1100.0,187.0,1
?,?,152.0,2.375,?,0.664,?,?,101.0,27.0,1
7.0,11.0,77.0,?,?,0.8959999999999999,?,?,69.0,?,1
6.0,100.0,600.0,?,0.385,0.828,?,231.0,497.0,?,1
6.0,?,150.0,4.167,?,?,?,41.0,?,?,1
?,?,?,?,0.491,?,7.86,2099.0,?,?,1
3.0,?,?,156.67,0.352,0.387,23.62,?,?,?,0
8.0,?,8.0,0.125,1.0,?,8.0,8.0,8.0,1.0,0
10.0,?,940.0,9.4,?,?,?,269.0,940.0,?,1
?,37.0,333.0,4.111000000000001,0.444,?,?,148.0,299.0,?,1
?,?,?,?,?,0.97,2.18,?,?,56.0,1
5.0,4.0,?,0.8,0.45,0.65,?,9.0,?,2.0,0
9.0,358.0,?,39.778,0.385,0.863,?,1240.0,2782.0,?,1
?,?,?,200.0,0.13,?,?,?,?,25.0,1
?,?,272.0,?,?,?,1.88,98.0,195.0,52.0,1
?,?,?,?,?,?,2.33,7.0,16.0,3.0,0
8.0,48.0,?,6.0,?,0.807,1.92,?,310.0,62.0,1
10.0,18.0,180.0,?,?,?,1.96,?,159.0,?,1
10.0,50.0,?,5.0,?,?,?,?,382.0,?,1
?,?,?,?,0.496,?,?,?,?,267.0,1
?,?,?,1.412,?,0.838,?,?,342.0,?,1
7.0,34.0,?,4.857,0.4029999999999999,0.8490000000000001,?,96.0,202.0,53.0,1
?,42.0,336.0,?,0.39,?,?,?,316.0,?,1
?,13.0,?,?,0.286,0.923,?,?,84.0,?,1
?,7.0,49.0,1.0,?,1.0,1.38,18.0,49.0,?,1
11.0,?,?,0.818,?,?,?,?,71.0,?,1
?,47.0,1034.0,?,?,0.753,2.13,?,779.0,?,1
10.0,38.0,?,?,0.397,?,2.7,151.0,?,?,1
10.0,19.0,?,?,?,0.768,1.59,62.0,?,?,1
5.0,7.0,35.0,?,?,1.0,1.45,16.0,35.0,11.0,1
?,2.0,?,0.4,?,0.8,?,8.0,?,1.0,1
8.0,?,40.0,0.625,0.45,?,3.0,?,40.0,6.0,1
?,33.0,?,3.3,?,?,1.4,?,?,43.0,1
9.0,?,?,3.667,0.354,0.7809999999999999,?,105.0,232.0,57.0,1
?,?,380.0,3.8,0.424,0.939,2.78,?,357.0,58.0,1
?,123.0,1107.0,?,0.346,0.74,2.21,?,819.0,173.0,1
7.0,?,49.0,1.0,?,0.5920000000000001,?,?,?,7.0,1
?,61.0,732.0,?,0.251,0.746,?,184.0,546.0,?,1
?,?,?,7.727,?,0.664,?,?,621.0,?,1
24.0,117.0,?,?,0.347,0.7290000000000001,2.88,975.0,2048.0,?,1
11.0,?,?,0.727,0.602,1.0,?,?,?,9.0,1
11.0,271.0,?,24.636,0.177,?,1.49,?,1752.0,353.0,1
?,47.0,423.0,5.222,?,0.738,1.95,121.0,?,62.0,1
?,24.0,?,?,?,?,1.43,57.0,?,40.0,1
?,18.0,144.0,2.25,0.424,?,?,?,?,30.0,1
?,553.0,5530.0,?,0.797,0.884,?,4409.0,4890.0,207.0,0
11.0,?,?,?,0.297,0.6,2.39,?,198.0,41.0,1
?,11.0,77.0,?,?,0.727,1.56,?,56.0,?,1
6.0,101.0,?,?,?,?,1.98,238.0,456.0,?,1
?,?,168.0,?,?,0.958,2.31,?,161.0,26.0,1
?,?,?,?,0.318,0.735,1.54,?,252.0,71.0,1
17.0,2.0,34.0,0.118,?,0.706,?,?,?,1.0,0
?,?,1782.0,?,?,?,?,?,?,?,1
?,?,38.0,0.105,0.816,?,31.0,?,31.0,?,0
8.0,163.0,1304.0,20.375,0.3829999999999999,0.982,?,?,?,179.0,1
?,?,?,24.333,?,?,?,?,605.0,156.0,1
8.0,25.0,200.0,3.125,?,?,?,71.0,176.0,?,1
11.0,?,?,?,?,?,1.72,297.0,?,?,1
10.0,?,490.0,4.9,?,0.7509999999999999,?,?,368.0,?,1
?,?,240.0,3.75,?,1.0,2.12,104.0,240.0,49.0,1
10.0,20.0,?,?,?,0.795,8.07,?,?,15.0,1
?,494.0,12350.0,19.76,0.462,?,?,?,11482.0,?,1
?,22.0,220.0,2.2,0.336,0.836,?,74.0,184.0,?,1
9.0,259.0,?,?,0.1889999999999999,?,?,?,?,?,1
9.0,18.0,162.0,?,?,0.852,?,94.0,?,12.0,1
9.0,43.0,387.0,4.7780000000000005,0.2739999999999999,0.605,?,?,234.0,?,1
8.0,?,?,?,?,1.0,1.92,?,?,12.0,1
8.0,47.0,376.0,5.875,?,0.88,?,136.0,331.0,?,1
?,5.0,?,0.385,0.123,0.5379999999999999,8.0,8.0,?,1.0,0
7.0,18.0,?,?,?,0.452,?,?,?,?,1
?,?,3969.0,?,0.113,?,?,?,?,199.0,0
?,?,?,31.462,0.2769999999999999,0.573,?,?,?,556.0,1
10.0,53.0,530.0,5.3,?,?,1.84,?,?,88.0,1
6.0,?,48.0,1.3330000000000002,?,0.938,?,?,45.0,?,1
7.0,?,77.0,1.571,?,?,?,27.0,74.0,20.0,1
5.0,3.0,?,?,?,1.0,?,?,?,?,1
?,?,?,2.25,0.361,0.944,?,52.0,136.0,24.0,1
7.0,?,?,?,0.536,?,5.0,15.0,?,3.0,1
17.0,22.0,374.0,?,?,0.757,4.5,153.0,283.0,34.0,1
7.0,?,?,?,?,?,2.25,81.0,?,36.0,1
6.0,11.0,?,1.833,0.303,0.7120000000000001,1.54,20.0,?,?,1
?,?,399.0,?,?,?,?,109.0,263.0,84.0,1
8.0,?,?,?,?,0.7859999999999999,?,?,88.0,9.0,1
8.0,8.0,64.0,1.0,0.469,?,?,?,54.0,?,1
9.0,?,360.0,?,?,?,?,?,?,?,1
10.0,53.0,?,?,?,0.908,?,?,?,89.0,1
10.0,?,650.0,?,0.445,?,?,?,?,?,1
?,44.0,?,6.2860000000000005,0.1689999999999999,0.455,1.58,52.0,140.0,?,1
8.0,?,?,23.375,?,0.747,?,232.0,?,168.0,1
9.0,33.0,?,3.667,?,?,?,?,?,53.0,1
5.0,4.0,?,0.8,?,0.8,10.0,10.0,?,?,1
?,?,896.0,1.143,?,0.722,7.02,414.0,?,?,0
?,20.0,?,?,0.55,0.7829999999999999,?,?,141.0,?,1
?,7.0,?,0.778,?,0.603,?,22.0,?,6.0,1
?,14.0,112.0,?,?,0.884,?,?,?,?,1
9.0,36.0,?,4.0,?,0.938,2.82,?,?,?,1
?,13.0,?,?,0.256,?,1.54,20.0,76.0,?,1
8.0,80.0,?,10.0,0.1969999999999999,0.769,?,?,492.0,?,1
13.0,?,?,16.769000000000002,?,?,1.78,?,2090.0,?,1
10.0,?,1250.0,12.5,?,0.526,?,?,657.0,170.0,1
?,518.0,?,57.556,0.096,0.429,1.25,449.0,2001.0,360.0,1
?,?,9.0,1.0,0.778,0.778,?,7.0,?,?,1
8.0,?,24.0,0.375,0.4579999999999999,0.667,?,11.0,16.0,?,1
9.0,83.0,?,?,0.371,?,?,277.0,?,84.0,1
?,?,328.0,?,0.363,?,1.63,119.0,309.0,73.0,1
2.0,?,28.0,7.0,?,?,8.0,8.0,?,1.0,0
?,?,306.0,?,0.386,?,?,118.0,216.0,?,1
5.0,4.0,20.0,0.8,?,0.85,1.75,?,?,?,1
?,?,?,0.148,0.38,?,?,?,81.0,?,0
?,?,?,?,?,?,1.53,26.0,?,?,1
?,26.0,208.0,?,0.423,?,2.44,?,?,?,1
8.0,?,?,?,0.3779999999999999,0.962,?,?,?,?,1
?,?,176.0,?,0.4379999999999999,0.79,?,77.0,139.0,?,1
1.0,30.0,?,?,0.4,1.0,2.4,?,30.0,?,0
1.0,159.0,159.0,?,0.975,?,77.5,155.0,?,2.0,0
?,185.0,?,10.278,?,?,2.39,?,?,228.0,1
?,40.0,240.0,?,?,?,?,53.0,?,?,1
?,13.0,13.0,13.0,?,?,?,11.0,13.0,?,0
8.0,?,72.0,1.125,0.417,1.0,?,?,?,?,1
9.0,256.0,2304.0,?,0.099,0.446,?,?,1027.0,167.0,1
?,12.0,60.0,2.4,0.483,?,?,?,60.0,?,1
8.0,?,?,4.625,0.182,0.649,1.35,?,192.0,?,1
?,?,?,?,?,?,?,557.0,641.0,?,0
9.0,?,2511.0,31.0,0.0969999999999999,?,1.34,?,851.0,181.0,1
2.0,536.0,1072.0,?,?,?,?,534.0,?,13.0,0
8.0,15.0,?,?,0.267,?,1.23,32.0,?,26.0,1
15.0,138.0,?,?,?,0.75,5.45,?,1552.0,?,1
?,271.0,2710.0,27.1,?,0.615,1.94,647.0,?,333.0,1
?,?,?,1.0,?,1.0,1.29,?,?,7.0,1
23.0,198.0,?,8.609,?,?,?,?,?,?,1
?,17.0,?,2.125,0.294,?,?,?,?,18.0,1
6.0,25.0,150.0,4.167,?,0.887,?,?,?,?,1
8.0,12.0,?,?,0.4479999999999999,0.885,?,?,?,22.0,1
?,7.0,?,?,?,0.98,?,17.0,48.0,?,1
6.0,96.0,?,16.0,0.293,0.7240000000000001,?,169.0,?,?,1
6.0,?,?,?,0.275,?,1.33,28.0,84.0,?,1
?,7.0,56.0,?,0.446,0.768,?,?,43.0,?,1
?,42.0,294.0,6.0,0.143,?,1.27,?,?,33.0,1
?,18.0,108.0,3.0,?,?,?,?,?,26.0,1
?,64.0,128.0,?,0.531,?,17.0,?,?,4.0,0
?,?,?,?,0.357,0.757,?,?,?,?,1
?,?,702.0,8.667,0.4639999999999999,?,3.33,326.0,?,?,1
6.0,?,1134.0,31.5,?,0.83,1.62,?,941.0,227.0,1
?,96.0,?,16.0,?,?,1.73,178.0,?,?,1
?,?,52.0,?,?,1.0,?,50.0,?,?,0
?,?,432.0,6.75,0.245,?,?,?,322.0,82.0,1
?,?,161.0,?,0.3289999999999999,?,?,53.0,136.0,32.0,1
?,?,?,1.5,?,0.7959999999999999,?,16.0,43.0,?,1
5.0,17.0,85.0,3.4,0.4,0.965,?,?,?,26.0,1
?,26.0,234.0,2.889,0.342,?,?,?,?,34.0,1
?,6.0,42.0,?,0.3329999999999999,?,1.4,?,?,10.0,1
?,?,?,4.875,0.2239999999999999,?,1.21,?,?,?,1
5.0,27.0,135.0,5.4,0.296,0.496,?,40.0,67.0,?,1
8.0,23.0,?,?,?,?,2.03,67.0,178.0,33.0,1
8.0,14.0,?,1.75,0.455,?,1.96,51.0,?,26.0,1
?,41.0,328.0,5.125,0.424,?,2.53,139.0,317.0,55.0,1
7.0,32.0,?,4.571000000000001,?,?,?,?,174.0,55.0,1
11.0,175.0,?,15.909,?,?,?,?,902.0,205.0,1
?,14.0,?,2.333,?,?,1.2,?,?,20.0,1
?,505.0,?,?,0.1889999999999999,0.626,?,861.0,?,654.0,1
?,99.0,891.0,11.0,0.1889999999999999,0.745,1.4,?,664.0,?,1
?,?,?,1.083,0.391,?,?,?,153.0,26.0,1
7.0,?,?,?,?,?,?,76.0,?,62.0,1
?,61.0,610.0,6.1,?,0.954,1.85,?,582.0,?,1
?,12.0,108.0,1.3330000000000002,0.444,1.0,1.85,48.0,?,?,1
1.0,?,26.0,?,1.0,?,?,26.0,?,1.0,0
3.0,8.0,?,?,0.3329999999999999,?,?,8.0,21.0,6.0,1
?,7.0,?,?,0.405,?,?,?,?,4.0,1
12.0,84.0,?,7.0,0.331,0.792,2.35,334.0,?,?,1
7.0,?,98.0,?,?,?,?,?,?,?,1
?,2.0,?,0.4,0.7,?,?,?,?,?,1
?,138.0,138.0,?,1.0,?,138.0,138.0,?,?,0
8.0,?,?,1.0,?,1.0,2.54,?,?,?,1
9.0,93.0,?,?,?,?,1.66,233.0,709.0,140.0,1
?,?,4740.0,47.4,0.187,0.578,1.51,886.0,?,?,1
8.0,?,?,2.0,?,0.742,?,49.0,95.0,21.0,1
?,12.0,?,?,?,?,2.2,?,59.0,15.0,1
?,47.0,423.0,5.222,0.492,?,?,?,401.0,86.0,1
?,?,598.0,1.13,0.278,?,?,?,574.0,92.0,1
?,12.0,12.0,?,0.75,?,9.0,?,?,1.0,0
10.0,18.0,180.0,1.8,0.389,?,?,?,?,?,1
?,13.0,?,1.625,0.49,0.913,?,51.0,?,?,1
?,320.0,8640.0,11.852,0.321,0.561,4.53,2774.0,4845.0,613.0,1
10.0,51.0,?,?,?,0.855,?,156.0,?,68.0,1
?,261.0,?,?,0.264,0.679,?,?,?,390.0,1
?,118.0,118.0,118.0,?,?,1.05,?,?,?,1
8.0,?,192.0,3.0,?,?,?,74.0,186.0,41.0,1
10.0,?,?,26.1,?,?,?,?,?,?,1
25.0,?,?,?,?,0.929,?,?,4713.0,?,1
10.0,259.0,2590.0,?,0.351,?,2.51,908.0,?,?,1
?,356.0,?,?,0.406,?,5.29,2167.0,3342.0,410.0,1
38.0,96.0,3648.0,?,?,0.836,3.29,1574.0,3051.0,478.0,1
